Day,Location,TotalConfirmed,Discharged,Deaths,Active
,,,,,
30-04-2020,Tamil Nadu,2162,1210,27,925
,,,,,
30-04-2020,Telengana,1012,367,26,619
,,,,,
30-04-2020,Tripura,2,2,0,0
,,,,,
30-04-2020,Uttarakhand,55,36,0,19
,,,,,
30-04-2020,Uttar Pradesh,2203,513,39,1651
,,,,,
30-04-2020,West Bengal,758,124,22,612
,,,,,
01-05-2020,Andaman and Nicobar Islands,33,16,0,17
,,,,,
01-05-2020,Andhra Pradesh,1463,403,33,1027
,,,,,
01-05-2020,Arunachal Pradesh,1,1,0,0
,,,,,
01-05-2020,Assam,42,29,1,12
,,,,,
01-05-2020,Bihar,426,82,2,342
,,,,,
01-05-2020,Chandigarh,56,17,0,39
,,,,,
01-05-2020,Chhattisgarh,40,36,0,4
,,,,,
01-05-2020,Delhi,3515,1094,59,2362
,,,,,
01-05-2020,Goa,7,7,0,0
,,,,,
01-05-2020,Gujarat,4395,613,214,3568
,,,,,
01-05-2020,Haryana,313,209,3,101
,,,,,
01-05-2020,Himachal Pradesh,40,28,1,11
,,,,,
01-05-2020,Jammu and Kashmir,614,216,8,390
,,,,,
01-05-2020,Jharkhand,111,20,3,88
,,,,,
01-05-2020,Karnataka,576,235,22,319
,,,,,
01-05-2020,Kerala,497,383,4,110
,,,,,
01-05-2020,Ladakh,22,16,0,6
,,,,,
01-05-2020,Madhya Pradesh,2719,482,137,2100
,,,,,
01-05-2020,Maharashtra,10498,1773,459,8266
,,,,,
01-05-2020,Manipur,2,2,0,0
,,,,,
01-05-2020,Meghalaya,12,0,1,11
,,,,,
01-05-2020,Mizoram,1,0,0,1
,,,,,
01-05-2020,Odisha,143,41,1,101
,,,,,
01-05-2020,Puducherry,8,5,0,3
,,,,,
01-05-2020,Punjab,357,90,19,248
,,,,,
01-05-2020,Rajasthan,2584,836,58,1690
,,,,,
01-05-2020,Tamil Nadu,2323,1258,27,1038
,,,,,
01-05-2020,Telengana,1039,441,26,572
,,,,,
01-05-2020,Tripura,2,2,0,0
,,,,,
01-05-2020,Uttarakhand,57,36,0,21
,,,,,
01-05-2020,Uttar Pradesh,2281,555,41,1685
,,,,,
01-05-2020,West Bengal,795,139,33,623
,,,,,
02-05-2020,Andaman and Nicobar Islands,33,16,0,17
,,,,,
02-05-2020,Andhra Pradesh,1525,441,33,1051
,,,,,
02-05-2020,Arunachal Pradesh,1,1,0,0
,,,,,
02-05-2020,Assam,43,32,1,10
,,,,,
02-05-2020,Bihar,471,98,3,370
,,,,,
02-05-2020,Chandigarh,88,17,0,71
,,,,,
02-05-2020,Chhattisgarh,43,36,0,7
,,,,,
02-05-2020,Delhi,3738,1167,61,2510
,,,,,
02-05-2020,Goa,7,7,0,0
,,,,,
02-05-2020,Gujarat,4721,735,236,3750
,,,,,
02-05-2020,Haryana,360,227,4,129
,,,,,
02-05-2020,Himachal Pradesh,40,30,1,9
,,,,,
02-05-2020,Jammu and Kashmir,639,247,8,384
,,,,,
02-05-2020,Jharkhand,111,20,3,88
,,,,,
02-05-2020,Karnataka,598,255,25,318
,,,,,
02-05-2020,Kerala,498,392,4,102
,,,,,
02-05-2020,Ladakh,22,17,0,5
,,,,,
02-05-2020,Madhya Pradesh,2719,524,145,2050
,,,,,
02-05-2020,Maharashtra,11506,1879,485,9142
,,,,,
02-05-2020,Manipur,2,2,0,0
,,,,,
02-05-2020,Meghalaya,12,0,1,11
,,,,,
02-05-2020,Mizoram,1,0,0,1
,,,,,
02-05-2020,Odisha,154,55,1,98
,,,,,
02-05-2020,Puducherry,8,5,0,3
,,,,,
02-05-2020,Punjab,772,112,20,640
,,,,,
02-05-2020,Rajasthan,2666,1116,62,1488
,,,,,
02-05-2020,Tamil Nadu,2526,1312,28,1186
,,,,,
02-05-2020,Telengana,1057,441,26,590
,,,,,
02-05-2020,Tripura,2,2,0,0
,,,,,
02-05-2020,Uttarakhand,58,37,0,21
,,,,,
02-05-2020,Uttar Pradesh,2455,656,43,1756
,,,,,
02-05-2020,West Bengal,795,139,33,623
,,,,,
03-05-2020,Andaman and Nicobar Islands,33,17,0,16
,,,,,
03-05-2020,Andhra Pradesh,1583,488,33,1062
,,,,,
03-05-2020,Arunachal Pradesh,1,1,0,0
,,,,,
03-05-2020,Assam,43,32,1,10
,,,,,
03-05-2020,Bihar,482,117,4,361
,,,,,
03-05-2020,Chandigarh,94,19,0,75
,,,,,
03-05-2020,Chhattisgarh,43,36,0,7
,,,,,
03-05-2020,Delhi,4122,1256,64,2802
,,,,,
03-05-2020,Goa,7,7,0,0
,,,,,
03-05-2020,Gujarat,5055,896,262,3897
,,,,,
03-05-2020,Haryana,394,227,4,163
,,,,,
03-05-2020,Himachal Pradesh,40,33,1,6
,,,,,
03-05-2020,Jammu and Kashmir,666,254,8,404
,,,,,
03-05-2020,Jharkhand,115,22,3,90
,,,,,
03-05-2020,Karnataka,606,282,25,299
,,,,,
03-05-2020,Kerala,500,400,4,96
,,,,,
03-05-2020,Ladakh,40,17,0,23
,,,,,
03-05-2020,Madhya Pradesh,2846,798,156,1892
,,,,,
03-05-2020,Maharashtra,12296,2000,521,9775
,,,,,
03-05-2020,Manipur,2,2,0,0
,,,,,
03-05-2020,Meghalaya,12,0,1,11
,,,,,
03-05-2020,Mizoram,1,0,0,1
,,,,,
03-05-2020,Odisha,160,56,1,103
,,,,,
03-05-2020,Puducherry,8,5,0,3
,,,,,
03-05-2020,Punjab,772,112,20,640
,,,,,
03-05-2020,Rajasthan,2772,1121,65,1586
,,,,,
03-05-2020,Tamil Nadu,2757,1341,29,1387
,,,,,
03-05-2020,Telengana,1063,458,28,577
,,,,,
03-05-2020,Tripura,4,2,0,2
,,,,,
03-05-2020,Uttarakhand,59,39,0,20
,,,,,
03-05-2020,Uttar Pradesh,2626,698,43,1885
,,,,,
03-05-2020,West Bengal,922,151,33,738
,,,,,
04-05-2020,Andaman and Nicobar Islands,33,32,0,1
,,,,,
04-05-2020,Andhra Pradesh,1650,524,36,1090
,,,,,
04-05-2020,Arunachal Pradesh,1,1,0,0
,,,,,
04-05-2020,Assam,43,32,1,10
,,,,,
04-05-2020,Bihar,517,125,4,388
,,,,,
04-05-2020,Chandigarh,94,19,0,75
,,,,,
04-05-2020,Chhattisgarh,57,36,0,21
,,,,,
04-05-2020,Delhi,4549,1362,64,3123
,,,,,
04-05-2020,Goa,7,7,0,0
,,,,,
04-05-2020,Gujarat,5428,1042,290,4096
,,,,,
04-05-2020,Haryana,442,245,5,192
,,,,,
04-05-2020,Himachal Pradesh,40,34,1,5
,,,,,
04-05-2020,Jammu and Kashmir,701,287,8,406
,,,,,
04-05-2020,Jharkhand,115,22,3,90
,,,,,
04-05-2020,Karnataka,642,304,26,312
,,,,,
04-05-2020,Kerala,500,401,4,95
,,,,,
04-05-2020,Ladakh,41,17,0,24
,,,,,
04-05-2020,Madhya Pradesh,2942,798,165,1979
,,,,,
04-05-2020,Maharashtra,12974,2115,548,10311
,,,,,
04-05-2020,Manipur,2,2,0,0
,,,,,
04-05-2020,Meghalaya,12,0,1,11
,,,,,
04-05-2020,Mizoram,1,0,0,1
,,,,,
04-05-2020,Odisha,163,60,1,102
,,,,,
04-05-2020,Puducherry,8,5,0,3
,,,,,
04-05-2020,Punjab,1102,117,21,964
,,,,,
04-05-2020,Rajasthan,2886,1356,71,1459
,,,,,
04-05-2020,Tamil Nadu,3023,1379,30,1614
,,,,,
04-05-2020,Telengana,1082,490,29,563
,,,,,
04-05-2020,Tripura,16,2,0,14
,,,,,
04-05-2020,Uttarakhand,60,39,1,20
,,,,,
04-05-2020,Uttar Pradesh,2742,758,45,1939
,,,,,
04-05-2020,West Bengal,963,151,35,777
,,,,,
05-05-2020,Andaman and Nicobar Islands,33,32,0,1
,,,,,
05-05-2020,Andhra Pradesh,1717,589,36,1092
,,,,,
05-05-2020,Arunachal Pradesh,1,1,0,0
,,,,,
05-05-2020,Assam,43,32,1,10
,,,,,
05-05-2020,Bihar,529,130,4,395
,,,,,
05-05-2020,Chandigarh,102,21,1,80
,,,,,
05-05-2020,Chhattisgarh,58,36,0,22
,,,,,
05-05-2020,Delhi,4898,1431,64,3403
,,,,,
05-05-2020,Goa,7,7,0,0
,,,,,
05-05-2020,Gujarat,5804,1195,319,4290
,,,,,
05-05-2020,Haryana,517,254,6,257
,,,,,
05-05-2020,Himachal Pradesh,41,38,1,2
,,,,,
05-05-2020,Jammu and Kashmir,726,303,8,415
,,,,,
05-05-2020,Jharkhand,115,27,3,85
,,,,,
05-05-2020,Karnataka,659,324,28,307
,,,,,
05-05-2020,Kerala,500,462,4,34
,,,,,
05-05-2020,Ladakh,41,17,0,24
,,,,,
05-05-2020,Madhya Pradesh,3049,1000,176,1873
,,,,,
05-05-2020,Maharashtra,14541,2465,583,11493
,,,,,
05-05-2020,Manipur,2,2,0,0
,,,,,
05-05-2020,Meghalaya,12,10,1,1
,,,,,
05-05-2020,Mizoram,1,0,0,1
,,,,,
05-05-2020,Odisha,170,60,1,109
,,,,,
05-05-2020,Puducherry,9,6,0,3
,,,,,
05-05-2020,Punjab,1233,128,23,1082
,,,,,
05-05-2020,Rajasthan,3061,1394,77,1590
,,,,,
05-05-2020,Tamil Nadu,3550,1409,31,2110
,,,,,
05-05-2020,Telengana,1085,585,29,471
,,,,,
05-05-2020,Tripura,29,2,0,27
,,,,,
05-05-2020,Uttarakhand,60,39,1,20
,,,,,
05-05-2020,Uttar Pradesh,2859,944,53,1862
,,,,,
05-05-2020,West Bengal,1259,218,133,908
,,,,,
06-05-2020,Andaman and Nicobar Islands,33,32,0,1
,,,,,
06-05-2020,Andhra Pradesh,1717,589,36,1092
,,,,,
06-05-2020,Arunachal Pradesh,1,1,0,0
,,,,,
06-05-2020,Assam,43,32,1,10
,,,,,
06-05-2020,Bihar,536,142,4,390
,,,,,
06-05-2020,Chandigarh,111,21,1,89
,,,,,
06-05-2020,Chhattisgarh,59,36,0,23
,,,,,
06-05-2020,Dadar Nagar Haveli,1,0,0,1
,,,,,
06-05-2020,Delhi,5104,1468,64,3572
,,,,,
06-05-2020,Goa,7,7,0,0
,,,,,
06-05-2020,Gujarat,6245,1381,368,4496
,,,,,
06-05-2020,Haryana,548,256,6,286
,,,,,
06-05-2020,Himachal Pradesh,42,38,2,2
,,,,,
06-05-2020,Jammu and Kashmir,741,320,8,413
,,,,,
06-05-2020,Jharkhand,125,33,3,89
,,,,,
06-05-2020,Karnataka,671,331,29,311
,,,,,
06-05-2020,Kerala,502,462,4,36
,,,,,
06-05-2020,Ladakh,41,17,0,24
,,,,,
06-05-2020,Madhya Pradesh,3049,1000,176,1873
,,,,,
06-05-2020,Maharashtra,15525,2819,617,12089
,,,,,
06-05-2020,Manipur,2,2,0,0
,,,,,
06-05-2020,Meghalaya,12,10,1,1
,,,,,
06-05-2020,Mizoram,1,0,0,1
,,,,,
06-05-2020,Odisha,175,60,1,114
,,,,,
06-05-2020,Puducherry,9,6,0,3
,,,,,
06-05-2020,Punjab,1451,133,25,1293
,,,,,
06-05-2020,Rajasthan,3158,1525,89,1544
,,,,,
06-05-2020,Tamil Nadu,4058,1485,33,2540
,,,,,
06-05-2020,Telengana,1096,585,29,482
,,,,,
06-05-2020,Tripura,43,2,0,41
,,,,,
06-05-2020,Uttarakhand,61,39,1,21
,,,,,
06-05-2020,Uttar Pradesh,2880,987,56,1837
,,,,,
06-05-2020,West Bengal,1344,364,140,840
,,,,,
07-05-2020,Andaman and Nicobar Islands,33,32,0,1
,,,,,
07-05-2020,Andhra Pradesh,1777,729,36,1012
,,,,,
07-05-2020,Arunachal Pradesh,1,1,0,0
,,,,,
07-05-2020,Assam,45,32,1,12
,,,,,
07-05-2020,Bihar,542,188,4,350
,,,,,
07-05-2020,Chandigarh,120,21,1,98
,,,,,
07-05-2020,Chhattisgarh,59,36,0,23
,,,,,
07-05-2020,Dadar Nagar Haveli,1,0,0,1
,,,,,
07-05-2020,Delhi,5532,1542,65,3925
,,,,,
07-05-2020,Goa,7,7,0,0
,,,,,
07-05-2020,Gujarat,6625,1500,396,4729
,,,,,
07-05-2020,Haryana,594,260,7,327
,,,,,
07-05-2020,Himachal Pradesh,45,38,2,5
,,,,,
07-05-2020,Jammu and Kashmir,775,322,8,445
,,,,,
07-05-2020,Jharkhand,127,37,3,87
,,,,,
07-05-2020,Karnataka,693,354,29,310
,,,,,
07-05-2020,Kerala,503,469,4,30
,,,,,
07-05-2020,Ladakh,41,17,0,24
,,,,,
07-05-2020,Madhya Pradesh,3138,1099,185,1854
,,,,,
07-05-2020,Maharashtra,16758,3094,651,13013
,,,,,
07-05-2020,Manipur,2,2,0,0
,,,,,
07-05-2020,Meghalaya,12,10,1,1
,,,,,
07-05-2020,Mizoram,1,0,0,1
,,,,,
07-05-2020,Odisha,185,61,2,122
,,,,,
07-05-2020,Puducherry,9,6,0,3
,,,,,
07-05-2020,Punjab,1516,135,27,1354
,,,,,
07-05-2020,Rajasthan,3317,1596,92,1629
,,,,,
07-05-2020,Tamil Nadu,4829,1516,35,3278
,,,,,
07-05-2020,Telengana,1107,628,29,450
,,,,,
07-05-2020,Tripura,43,2,0,41
,,,,,
07-05-2020,Uttarakhand,61,39,1,21
,,,,,
07-05-2020,Uttar Pradesh,2998,1130,60,1808
,,,,,
07-05-2020,West Bengal,1456,364,144,948
,,,,,
08-05-2020,Andaman and Nicobar Islands,33,33,0,0
,,,,,
08-05-2020,Andhra Pradesh,1847,780,38,1029
,,,,,
08-05-2020,Arunachal Pradesh,1,1,0,0
,,,,,
08-05-2020,Assam,54,34,1,19
,,,,,
08-05-2020,Bihar,550,246,5,299
,,,,,
08-05-2020,Chandigarh,135,21,1,113
,,,,,
08-05-2020,Chhattisgarh,59,38,0,21
,,,,,
08-05-2020,Dadar Nagar Haveli,1,0,0,1
,,,,,
08-05-2020,Delhi,5980,1931,66,3983
,,,,,
08-05-2020,Goa,7,7,0,0
,,,,,
08-05-2020,Gujarat,7012,1709,425,4878
,,,,,
08-05-2020,Haryana,625,260,7,358
,,,,,
08-05-2020,Himachal Pradesh,46,38,2,6
,,,,,
08-05-2020,Jammu and Kashmir,793,335,9,449
,,,,,
08-05-2020,Jharkhand,132,41,3,88
,,,,,
08-05-2020,Karnataka,705,366,30,309
,,,,,
08-05-2020,Kerala,503,474,4,25
,,,,,
08-05-2020,Ladakh,42,17,0,25
,,,,,
08-05-2020,Madhya Pradesh,3252,1231,193,1828
,,,,,
08-05-2020,Maharashtra,17974,3301,694,13979
,,,,,
08-05-2020,Manipur,2,2,0,0
,,,,,
08-05-2020,Meghalaya,12,10,1,1
,,,,,
08-05-2020,Mizoram,1,0,0,1
,,,,,
08-05-2020,Odisha,219,62,2,155
,,,,,
08-05-2020,Puducherry,9,6,0,3
,,,,,
08-05-2020,Punjab,1644,149,28,1467
,,,,,
08-05-2020,Rajasthan,3427,1596,97,1734
,,,,,
08-05-2020,Tamil Nadu,5409,1547,37,3825
,,,,,
08-05-2020,Telengana,1123,650,29,444
,,,,,
08-05-2020,Tripura,65,2,0,63
,,,,,
08-05-2020,Uttarakhand,61,39,1,21
,,,,,
08-05-2020,Uttar Pradesh,3071,1250,62,1759
,,,,,
08-05-2020,West Bengal,1548,364,151,1033
,,,,,
09-05-2020,Andaman and Nicobar Islands,33,33,0,0
,,,,,
09-05-2020,Andhra Pradesh,1887,842,41,1004
,,,,,
09-05-2020,Arunachal Pradesh,1,1,0,0
,,,,,
09-05-2020,Assam,59,34,1,24
,,,,,
09-05-2020,Bihar,571,297,5,269
,,,,,
09-05-2020,Chandigarh,150,21,1,128
,,,,,
09-05-2020,Chhattisgarh,59,38,0,21
,,,,,
09-05-2020,Dadar Nagar Haveli,1,0,0,1
,,,,,
09-05-2020,Delhi,6318,2020,68,4230
,,,,,
09-05-2020,Goa,7,7,0,0
,,,,,
09-05-2020,Gujarat,7402,1872,449,5081
,,,,,
09-05-2020,Haryana,647,279,8,360
,,,,,
09-05-2020,Himachal Pradesh,50,38,2,10
,,,,,
09-05-2020,Jammu and Kashmir,823,364,9,450
,,,,,
09-05-2020,Jharkhand,132,52,3,77
,,,,,
09-05-2020,Karnataka,753,376,30,347
,,,,,
09-05-2020,Kerala,503,484,4,15
,,,,,
09-05-2020,Ladakh,42,17,0,25
,,,,,
09-05-2020,Madhya Pradesh,3341,1349,200,1792
,,,,,
09-05-2020,Maharashtra,19063,3470,731,14862
,,,,,
09-05-2020,Manipur,2,2,0,0
,,,,,
09-05-2020,Meghalaya,12,10,1,1
,,,,,
09-05-2020,Mizoram,1,0,0,1
,,,,,
09-05-2020,Odisha,271,63,2,206
,,,,,
09-05-2020,Puducherry,9,6,0,3
,,,,,
09-05-2020,Punjab,1731,152,29,1550
,,,,,
09-05-2020,Rajasthan,3579,1916,101,1562
,,,,,
09-05-2020,Tamil Nadu,6009,1605,40,4364
,,,,,
09-05-2020,Telengana,1133,700,29,404
,,,,,
09-05-2020,Tripura,118,2,0,116
,,,,,
09-05-2020,Uttarakhand,63,46,1,16
,,,,,
09-05-2020,Uttar Pradesh,3214,1387,66,1761
,,,,,
09-05-2020,West Bengal,1678,364,160,1154
,,,,,
10-05-2020,Andaman and Nicobar Islands,33,33,0,0
,,,,,
10-05-2020,Andhra Pradesh,1930,887,44,999
,,,,,
10-05-2020,Arunachal Pradesh,1,1,0,0
,,,,,
10-05-2020,Assam,63,34,2,27
,,,,,
10-05-2020,Bihar,591,322,5,264
,,,,,
10-05-2020,Chandigarh,169,24,2,143
,,,,,
10-05-2020,Chhattisgarh,59,43,0,16
,,,,,
10-05-2020,Dadar Nagar Haveli,1,0,0,1
,,,,,
10-05-2020,Delhi,6542,2020,73,4449
,,,,,
10-05-2020,Goa,7,7,0,0
,,,,,
10-05-2020,Gujarat,7796,2091,472,5233
,,,,,
10-05-2020,Haryana,675,290,9,376
,,,,,
10-05-2020,Himachal Pradesh,50,38,2,10
,,,,,
10-05-2020,Jammu and Kashmir,836,368,9,459
,,,,,
10-05-2020,Jharkhand,156,78,3,75
,,,,,
10-05-2020,Karnataka,794,386,30,378
,,,,,
10-05-2020,Kerala,505,485,4,16
,,,,,
10-05-2020,Ladakh,42,17,0,25
,,,,,
10-05-2020,Madhya Pradesh,3614,1676,215,1723
,,,,,
10-05-2020,Maharashtra,20228,3800,779,15649
,,,,,
10-05-2020,Manipur,2,2,0,0
,,,,,
10-05-2020,Meghalaya,13,10,1,2
,,,,,
10-05-2020,Mizoram,1,1,0,0
,,,,,
10-05-2020,Odisha,294,63,2,229
,,,,,
10-05-2020,Puducherry,9,6,0,3
,,,,,
10-05-2020,Punjab,1762,157,31,1574
,,,,,
10-05-2020,Rajasthan,3708,2026,106,1576
,,,,,
10-05-2020,Tamil Nadu,6535,1824,44,4667
,,,,,
10-05-2020,Telengana,1163,750,30,383
,,,,,
10-05-2020,Tripura,134,2,0,132
,,,,,
10-05-2020,Uttarakhand,67,46,1,20
,,,,,
10-05-2020,Uttar Pradesh,3373,1499,74,1800
,,,,,
10-05-2020,West Bengal,1786,372,171,1243
,,,,,
11-05-2020,Andaman and Nicobar Islands,33,33,0,0
,,,,,
11-05-2020,Andhra Pradesh,1980,925,45,1010
,,,,,
11-05-2020,Arunachal Pradesh,1,1,0,0
,,,,,
11-05-2020,Assam,63,34,2,27
,,,,,
11-05-2020,Bihar,696,365,6,325
,,,,,
11-05-2020,Chandigarh,169,24,2,143
,,,,,
11-05-2020,Chhattisgarh,59,49,0,10
,,,,,
11-05-2020,Dadar Nagar Haveli,1,0,0,1
,,,,,
11-05-2020,Delhi,6923,2069,73,4781
,,,,,
11-05-2020,Goa,7,7,0,0
,,,,,
11-05-2020,Gujarat,8194,2545,493,5156
,,,,,
11-05-2020,Haryana,703,300,10,393
,,,,,
11-05-2020,Himachal Pradesh,55,39,2,14
,,,,,
11-05-2020,Jammu and Kashmir,861,383,9,469
,,,,,
11-05-2020,Jharkhand,157,78,3,76
,,,,,
11-05-2020,Karnataka,848,424,31,393
,,,,,
11-05-2020,Kerala,512,489,4,19
,,,,,
11-05-2020,Ladakh,42,21,0,21
,,,,,
11-05-2020,Madhya Pradesh,3614,1676,215,1723
,,,,,
11-05-2020,Maharashtra,22171,4199,832,17140
,,,,,
11-05-2020,Manipur,2,2,0,0
,,,,,
11-05-2020,Meghalaya,13,10,1,2
,,,,,
11-05-2020,Mizoram,1,1,0,0
,,,,,
11-05-2020,Odisha,377,68,3,306
,,,,,
11-05-2020,Puducherry,9,6,0,3
,,,,,
11-05-2020,Punjab,1823,166,31,1626
,,,,,
11-05-2020,Rajasthan,3814,2176,107,1531
,,,,,
11-05-2020,Tamil Nadu,7204,1959,47,5198
,,,,,
11-05-2020,Telengana,1196,750,30,416
,,,,,
11-05-2020,Tripura,150,2,0,148
,,,,,
11-05-2020,Uttarakhand,68,46,1,21
,,,,,
11-05-2020,Uttar Pradesh,3467,1653,74,1740
,,,,,
11-05-2020,West Bengal,1939,417,185,1337
,,,,,
12-05-2020,Andaman and Nicobar Islands,33,33,0,0
,,,,,
12-05-2020,Andhra Pradesh,2018,975,45,998
,,,,,
12-05-2020,Arunachal Pradesh,1,1,0,0
,,,,,
12-05-2020,Assam,65,34,2,29
,,,,,
12-05-2020,Bihar,747,377,6,364
,,,,,
12-05-2020,Chandigarh,174,24,2,148
,,,,,
12-05-2020,Chhattisgarh,59,53,0,6
,,,,,
12-05-2020,Dadar Nagar Haveli,1,0,0,1
,,,,,
12-05-2020,Delhi,7233,2129,73,5031
,,,,,
12-05-2020,Goa,7,7,0,0
,,,,,
12-05-2020,Gujarat,8541,2780,513,5248
,,,,,
12-05-2020,Haryana,730,337,11,382
,,,,,
12-05-2020,Himachal Pradesh,59,39,2,18
,,,,,
12-05-2020,Jammu and Kashmir,879,427,10,442
,,,,,
12-05-2020,Jharkhand,160,78,3,79
,,,,,
12-05-2020,Karnataka,862,426,31,405
,,,,,
12-05-2020,Kerala,519,489,4,26
,,,,,
12-05-2020,Ladakh,42,21,0,21
,,,,,
12-05-2020,Madhya Pradesh,3785,1747,221,1817
,,,,,
12-05-2020,Maharashtra,23401,4786,868,17747
,,,,,
12-05-2020,Manipur,2,2,0,0
,,,,,
12-05-2020,Meghalaya,13,10,1,2
,,,,,
12-05-2020,Mizoram,1,1,0,0
,,,,,
12-05-2020,Odisha,414,85,3,326
,,,,,
12-05-2020,Puducherry,12,6,0,6
,,,,,
12-05-2020,Punjab,1877,168,31,1678
,,,,,
12-05-2020,Rajasthan,3988,2264,113,1611
,,,,,
12-05-2020,Tamil Nadu,8002,2051,53,5898
,,,,,
12-05-2020,Telengana,1275,800,30,445
,,,,,
12-05-2020,Tripura,152,2,0,150
,,,,,
12-05-2020,Uttarakhand,68,46,1,21
,,,,,
12-05-2020,Uttar Pradesh,3573,1758,80,1735
,,,,,
12-05-2020,West Bengal,2063,499,190,1374
,,,,,
13-05-2020,Andaman and Nicobar Islands,33,33,0,0
,,,,,
13-05-2020,Andhra Pradesh,2090,1056,46,988
,,,,,
13-05-2020,Arunachal Pradesh,1,1,0,0
,,,,,
13-05-2020,Assam,65,39,2,24
,,,,,
13-05-2020,Bihar,831,383,6,442
,,,,,
13-05-2020,Chandigarh,187,28,3,156
,,,,,
13-05-2020,Chhattisgarh,59,54,0,5
,,,,,
13-05-2020,Dadar Nagar Haveli,1,0,0,1
,,,,,
13-05-2020,Delhi,7639,2512,86,5041
,,,,,
13-05-2020,Goa,7,7,0,0
,,,,,
13-05-2020,Gujarat,8903,3246,537,5120
,,,,,
13-05-2020,Haryana,780,342,11,427
,,,,,
13-05-2020,Himachal Pradesh,65,39,2,24
,,,,,
13-05-2020,Jammu and Kashmir,934,455,10,469
,,,,,
13-05-2020,Jharkhand,172,79,3,90
,,,,,
13-05-2020,Karnataka,925,433,31,461
,,,,,
13-05-2020,Kerala,524,489,4,31
,,,,,
13-05-2020,Ladakh,42,21,0,21
,,,,,
13-05-2020,Madhya Pradesh,3986,1860,225,1901
,,,,,
13-05-2020,Maharashtra,24427,5125,921,18381
,,,,,
13-05-2020,Manipur,2,2,0,0
,,,,,
13-05-2020,Meghalaya,13,10,1,2
,,,,,
13-05-2020,Mizoram,1,1,0,0
,,,,,
13-05-2020,Odisha,437,116,3,318
,,,,,
13-05-2020,Puducherry,13,9,1,3
,,,,,
13-05-2020,Punjab,1914,171,32,1711
,,,,,
13-05-2020,Rajasthan,4126,2378,117,1631
,,,,,
13-05-2020,Tamil Nadu,8718,2134,61,6523
,,,,,
13-05-2020,Telengana,1326,830,32,464
,,,,,
13-05-2020,Tripura,154,2,0,152
,,,,,
13-05-2020,Uttarakhand,69,46,1,22
,,,,,
13-05-2020,Uttar Pradesh,3664,1873,82,1709
,,,,,
13-05-2020,West Bengal,2173,612,198,1363
,,,,,
14-05-2020,Andaman and Nicobar Islands,33,33,0,0
,,,,,
14-05-2020,Andhra Pradesh,2137,1142,47,948
,,,,,
14-05-2020,Arunachal Pradesh,1,1,0,0
,,,,,
14-05-2020,Assam,80,39,2,39
,,,,,
14-05-2020,Bihar,940,388,7,545
,,,,,
14-05-2020,Chandigarh,187,28,3,156
,,,,,
14-05-2020,Chhattisgarh,59,55,0,4
,,,,,
14-05-2020,Dadar Nagar Haveli,1,0,0,1
,,,,,
14-05-2020,Delhi,7998,2858,106,5034
,,,,,
14-05-2020,Goa,7,7,0,0
,,,,,
14-05-2020,Gujarat,9267,3562,566,5139
,,,,,
14-05-2020,Haryana,793,418,11,364
,,,,,
14-05-2020,Himachal Pradesh,66,39,2,25
,,,,,
14-05-2020,Jammu and Kashmir,971,466,11,494
,,,,,
14-05-2020,Jharkhand,173,79,3,91
,,,,,
14-05-2020,Karnataka,959,451,33,475
,,,,,
14-05-2020,Kerala,534,490,4,40
,,,,,
14-05-2020,Ladakh,43,22,0,21
,,,,,
14-05-2020,Madhya Pradesh,4173,2004,232,1937
,,,,,
14-05-2020,Maharashtra,25922,5547,975,19400
,,,,,
14-05-2020,Manipur,2,2,0,0
,,,,,
14-05-2020,Meghalaya,13,10,1,2
,,,,,
14-05-2020,Mizoram,1,1,0,0
,,,,,
14-05-2020,Odisha,538,143,3,392
,,,,,
14-05-2020,Puducherry,13,9,1,3
,,,,,
14-05-2020,Punjab,1924,200,32,1692
,,,,,
14-05-2020,Rajasthan,4328,2459,121,1748
,,,,,
14-05-2020,Tamil Nadu,9227,2176,64,6987
,,,,,
14-05-2020,Telengana,1367,940,34,393
,,,,,
14-05-2020,Tripura,155,16,0,139
,,,,,
14-05-2020,Uttarakhand,72,46,1,25
,,,,,
14-05-2020,Uttar Pradesh,3729,1902,83,1744
,,,,,
14-05-2020,West Bengal,2290,702,207,1381
,,,,,
15-05-2020,Andaman and Nicobar Islands,33,33,0,0
,,,,,
15-05-2020,Andhra Pradesh,2205,1192,48,965
,,,,,
15-05-2020,Arunachal Pradesh,1,1,0,0
,,,,,
15-05-2020,Assam,87,39,2,46
,,,,,
15-05-2020,Bihar,994,411,7,576
,,,,,
15-05-2020,Chandigarh,191,37,3,151
,,,,,
15-05-2020,Chhattisgarh,60,56,0,4
,,,,,
15-05-2020,Dadar Nagar Haveli,1,0,0,1
,,,,,
15-05-2020,Delhi,8470,3045,115,5310
,,,,,
15-05-2020,Goa,14,7,0,7
,,,,,
15-05-2020,Gujarat,9591,3753,586,5252
,,,,,
15-05-2020,Haryana,818,439,11,368
,,,,,
15-05-2020,Himachal Pradesh,74,39,2,33
,,,,,
15-05-2020,Jammu and Kashmir,983,485,11,487
,,,,,
15-05-2020,Jharkhand,197,87,3,107
,,,,,
15-05-2020,Karnataka,987,460,35,492
,,,,,
15-05-2020,Kerala,560,491,4,65
,,,,,
15-05-2020,Ladakh,43,22,0,21
,,,,,
15-05-2020,Madhya Pradesh,4426,2171,237,2018
